,Rowe,,R,But I knew more than any of you. I had the chance.,
Final-Bad-3,Quinn,,,"I know bad things happen, Rowe, but… you can’t save everyone.",
,Rowe,,R,"I could have, Quinn, if I hadn’t been so thick in the head.",
Final-Fail-3,Rowe,Sprites/Rowe_3,R,Like hell. I'm useless.,
Final-Followup-3,Rowe,,R,She told me she was hurting.,
,,,,She blamed herself for all of it.,
,,,,"The abuse, her mother…",
,,,," She didn’t give you the chance, Rowe.",
,,,R, could have told her not to leave. I could have done anything other than sit there slack-jawed.,
Final-Good-4,Quinn,,R,Darci and I can help.,
,Rowe,,R,But there was a right thing to do. I shouldn’t have let her be alone.,
Final-Middle-4,Darci,,,You don’t need anyone else. You can stand on your own.,
,Rowe,,R,But how she was doing was our problem. My problem. She was my friend.,
Final-Bad-4,Kai,,R,"But the blame still falls to me, no matter what you say.",
,Rowe,,R,I let her leave. I let her walk away.,
Final-Fail-4,Rowe,Sprites/Rowe_3,R,And now she’s gone.,
Final-Followup-4,Rowe,,R,Now a part of me is ripped out.,
,,,R,"And every time I close my eyes, I see her face.",
,,,R,"You can’t keep hurting yourself over this, Rowe. That’s not what she would have wanted, because she loved you as much as we do.",
,,,R,"If she wanted to put up with me, flaws and all, why didn’t she stick around?",
Final-Good-5,Quinn,,,There’s too much beauty left in the world for you to torture yourself forever. You can’t give up.,
,Rowe,,R,"If I tried hard enough and kept pushing, I could have made her believe it, Kai!",
Final-Middle-5,Darci,,,"She wouldn’t have budged, Rowe. She didn’t want to believe how important she was to all of us.",
,Rowe,,R,"If she doesn’t get to be here, why should I get to be happy?",
Final-Bad-5,Kai,,R,But I deserve the paine. Every last moment of it.,
,Rowe,,R,"She’s gone not despite me, but because of me.",
Final-Fail-5,Rowe,Sprites/Rowe_3,,I wasn’t enough to help her.,
Final-Followup-5,Rowe,,,I couldn’t ever be enough.,
,,,,"If it were any of you up there that night, she would still be here.",
,,,,"But it was me, and now she’s gone.",
Final-Good-6,Darci,,,"It was never there, Rowe. You did the best you could have just by loving her.",
,Rowe,,R,But she... I… I could have…,
Final-Middle-6,Quinn,,,"Quinn: Because none of us could have done any better than you. You’re the best of us, Rowe.",
,Rowe,,R,But… someone must have been able to... ,
Final-Bad-6,Kai,,,Because it wouldn’t have mattered who was there!,
,Rowe,,R,If it had been someone else maybe… I…,
Final-Fail-6,Rowe,Sprites/Rowe_3,R,You just don't want to face the truth of it. None of you do.,
Final-Win,Rowe,Sprites/Rowe_1,R,I… You...,
,Rowe,Sprites/Rowe_3,R,"GODDAMMIT, WHY DON’T ANY OF YOU UNDERSTAND?!",
,Rowe,Sprites/Rowe_3,R,I watched her go...,
,Rowe,Sprites/Rowe_3,R,And I should have…,
,Rowe,Sprites/Rowe_3,R,I...,
,Rowe,Sprites/Rowe_1,R,I loved her.,
,Rowe,Sprites/Rowe_3,R,I knew her for as long as I could remember.,
,Rowe,Sprites/Rowe_3,R,How could she leave?,
,Rowe,Sprites/Rowe_3,R,Why would she leave me if I hadn’t done anything wrong?,
,Quinn,Sprites/Quinn_6,,"Because she was hurting, just like you are.",
,Quinn,Sprites/Quinn_6,,And she couldn’t see anything else.,
,Kai,Sprites/Kai_10,,She didn’t want to give herself the chance to feel okay.,
,Kai,Sprites/Kai_10,,"She deserved to, but she didn’t know how.",
,Darci,Sprites/Darci_6,,It was hard for her to see the love in the world when all she’d grown up knowing was pain.,
,Darci,Sprites/Darci_6,,"Sometimes, people leave. Not to hurt us, but because they don’t know any other way.",
,Kai,Sprites/Kai_8,,"Sometimes, people convince themselves that there’s nothing beyond all they’ve ever known.",
,Quinn,Sprites/Quinn_1,,They don’t believe they can feel good again.,
,Darci,Sprites/Darci_2,,But you can. You have to break the cycle of hurt for the people you love.,
,Rowe,Sprites/Rowe_3,R,But how can I? How am I supposed to feel like I deserve to be happy?,
,Kai,Sprites/Kai_8,,By forgiving yourself. Because…,
,Rowe,Sprites/Rowe_1,R,...,
,All,,,We forgive you,WIN HAS_CONTROL
Final-Lose-1,Rowe,Sprites/Rowe_1,R,I...,
,Rowe,Sprites/Rowe_3,R,"You just don't get it, do you?",
,Rowe,Sprites/Rowe_3,R,I can't be here anymore,
,Rowe,Sprites/Rowe_3,R,Don't follow me.,
,,,,"Rowe leaves, slamming the door behind them.",
,Quinn,Sprites/Quinn_3,,...,
,Darci,Sprites/Darci_4,,I... I thought we could....,
,Kai,Sprites/Kai_2,,"Goddammit, Rowe...",
Final-Lose-2,Rowe,Sprites/Rowe_3,R,"Just like that night, isn’t it?",GAME_OVER HAS_CONTROL
,,,,...,
,Rowe,Sprites/Rowe_1,R,What made you leave?,
,,,,...,
,Rowe,Sprites/Rowe_3,R,What did I do wrong?,
,Rowe,Sprites/Rowe_3,R,I guess the better question is what didn’t I do wrong.,
,,,,...,
,Rowe,Sprites/Rowe_3,R,"I’ve thrown it all away again, haven’t I?",
NULL,,,,,
